Tumor_Sample_Barcode,Tumor_Sample_Barcode
TCGA-ZG-A9L5,TCGA-ZG-A9L5
TCGA-ZG-A9LB,TCGA-ZG-A9LB
TCGA-CH-5751,TCGA-CH-5751
TCGA-G9-6494,TCGA-G9-6494
TCGA-HC-7820,TCGA-HC-7820
TCGA-J9-A8CK,TCGA-J9-A8CK
TCGA-G9-6332,TCGA-G9-6332
TCGA-CH-5769,TCGA-CH-5769
TCGA-HI-7170,TCGA-HI-7170
MO_1192,MO_1192
PROS10448-1115156-SM-5EEBN,PROS10448-1115156-SM-5EEBN
MO_1219,MO_1219
SC_9023,SC_9023
TCGA-KK-A59X,TCGA-KK-A59X
MO_1161,MO_1161
TCGA-HC-A6AL,TCGA-HC-A6AL
TCGA-ZG-A8QY,TCGA-ZG-A8QY
TCGA-CH-5766,TCGA-CH-5766
TCGA-G9-A9S7,TCGA-G9-A9S7
TCGA-KK-A59Z,TCGA-KK-A59Z
MO_1179,MO_1179
TCGA-EJ-5495,TCGA-EJ-5495
TCGA-G9-6348,TCGA-G9-6348
PRAD-6115391.0-SM-7LGUD,PRAD-6115391.0-SM-7LGUD
TCGA-FC-A8O0,TCGA-FC-A8O0
TCGA-HC-8264,TCGA-HC-8264
MO_1130,MO_1130
TCGA-EJ-7321,TCGA-EJ-7321
TCGA-HC-8256,TCGA-HC-8256
TCGA-KK-A7AY,TCGA-KK-A7AY
TP_2020,TP_2020
TCGA-4L-AA1F,TCGA-4L-AA1F
TCGA-HC-7213,TCGA-HC-7213
PROS12319B-SU2C-06115123-SM-4W2NI,PROS12319B-SU2C-06115123-SM-4W2NI
TCGA-HC-7752,TCGA-HC-7752
TCGA-EJ-7792,TCGA-EJ-7792
TCGA-J4-A67Q,TCGA-J4-A67Q
TCGA-EJ-5501,TCGA-EJ-5501
TCGA-EJ-8472,TCGA-EJ-8472
TCGA-CH-5767,TCGA-CH-5767
TCGA-EJ-7123,TCGA-EJ-7123
TCGA-HC-7748,TCGA-HC-7748
TCGA-V1-A9OQ,TCGA-V1-A9OQ
TCGA-CH-5764,TCGA-CH-5764
MO_1054,MO_1054
TCGA-V1-A8MK,TCGA-V1-A8MK
TCGA-CH-5740,TCGA-CH-5740
TCGA-CH-5794,TCGA-CH-5794
TCGA-V1-A8MU,TCGA-V1-A8MU
MO_1339,MO_1339
TCGA-KC-A7F6,TCGA-KC-A7F6
TCGA-EJ-5510,TCGA-EJ-5510
TCGA-EJ-7318,TCGA-EJ-7318
SC_9035,SC_9035
TCGA-J4-A67T,TCGA-J4-A67T
PROS01448-1115161-SM-5SGU1,PROS01448-1115161-SM-5SGU1
SC_9151,SC_9151
TCGA-HC-A6HX,TCGA-HC-A6HX
SC_9065,SC_9065
TCGA-EJ-7115,TCGA-EJ-7115
TCGA-HC-7817,TCGA-HC-7817
TCGA-G9-7523,TCGA-G9-7523
PROS01448-6115237-SM-67ERZ,PROS01448-6115237-SM-67ERZ
TCGA-VN-A88R,TCGA-VN-A88R
TCGA-V1-A9OY,TCGA-V1-A9OY
TCGA-KC-A7FA,TCGA-KC-A7FA
PRAD-6115381.0-SM-7LGU3,PRAD-6115381.0-SM-7LGU3
TCGA-KK-A7B3,TCGA-KK-A7B3
TCGA-G9-6365,TCGA-G9-6365
TCGA-EJ-5512,TCGA-EJ-5512
MO_1249,MO_1249
SC_9158,SC_9158
TCGA-G9-6499,TCGA-G9-6499
TCGA-CH-5790,TCGA-CH-5790
SC_9055,SC_9055
TCGA-HC-A6AN,TCGA-HC-A6AN
MO_1095,MO_1095
TCGA-HC-A8D0,TCGA-HC-A8D0
TCGA-WW-A8ZI,TCGA-WW-A8ZI
MO_1460,MO_1460
TCGA-CH-5789,TCGA-CH-5789
TCGA-HC-8213,TCGA-HC-8213
TCGA-J4-A67L,TCGA-J4-A67L
TCGA-V1-A8WN,TCGA-V1-A8WN
SC_9173,SC_9173
TCGA-HC-7078,TCGA-HC-7078
TCGA-HC-8257,TCGA-HC-8257
SC_9059,SC_9059
TCGA-KK-A8I7,TCGA-KK-A8I7
PROS01448-6115251-SM-67ES6,PROS01448-6115251-SM-67ES6
TCGA-XK-AAJP,TCGA-XK-AAJP
TCGA-CH-5765,TCGA-CH-5765
TCGA-ZG-A8QW,TCGA-ZG-A8QW
TCGA-G9-6377,TCGA-G9-6377
TCGA-KK-A6DY,TCGA-KK-A6DY
SC_9043,SC_9043
TCGA-FC-7961,TCGA-FC-7961
TCGA-EJ-A65B,TCGA-EJ-A65B
TCGA-YL-A9WJ,TCGA-YL-A9WJ
MO_1020,MO_1020
TCGA-KK-A8IM,TCGA-KK-A8IM
TCGA-HC-7081,TCGA-HC-7081
TCGA-J4-8200,TCGA-J4-8200
TCGA-EJ-A65E,TCGA-EJ-A65E
MO_1337,MO_1337
TCGA-EJ-A65J,TCGA-EJ-A65J
TCGA-EJ-5505,TCGA-EJ-5505
SC_9048,SC_9048
TCGA-HC-8258,TCGA-HC-8258
TCGA-EJ-7314,TCGA-EJ-7314
MO_1277,MO_1277
SC_9039,SC_9039
TCGA-2A-AAYF,TCGA-2A-AAYF
PRAD-06115124-SM-7LGU1,PRAD-06115124-SM-7LGU1
TCGA-ZG-A9KY,TCGA-ZG-A9KY
TCGA-EJ-5530,TCGA-EJ-5530
TCGA-HC-7080,TCGA-HC-7080
MO_1096,MO_1096
PROS12319B-SU2C-06115115-SM-4W2NA,PROS12319B-SU2C-06115115-SM-4W2NA
TCGA-CH-5791,TCGA-CH-5791
TCGA-KK-A6E0,TCGA-KK-A6E0
PROS01448-1115202-SM-5SGU5,PROS01448-1115202-SM-5SGU5
SC_9084,SC_9084
TCGA-2A-A8VV,TCGA-2A-A8VV
TCGA-KK-A6E6,TCGA-KK-A6E6
TCGA-YL-A8HM,TCGA-YL-A8HM
SC_9018,SC_9018
TCGA-J9-A52B,TCGA-J9-A52B
TCGA-ZG-A9M4,TCGA-ZG-A9M4
TCGA-KK-A8I8,TCGA-KK-A8I8
TCGA-XK-AAJ3,TCGA-XK-AAJ3
TCGA-ZG-A9LY,TCGA-ZG-A9LY
TCGA-HC-A632,TCGA-HC-A632
TCGA-J4-AATZ,TCGA-J4-AATZ
TCGA-2A-A8VT,TCGA-2A-A8VT
TCGA-ZG-A9N3,TCGA-ZG-A9N3
TCGA-HC-7211,TCGA-HC-7211
TCGA-HC-7232,TCGA-HC-7232
TCGA-G9-6338,TCGA-G9-6338
TCGA-EJ-5517,TCGA-EJ-5517
TCGA-EJ-7327,TCGA-EJ-7327
TCGA-ZG-A9L6,TCGA-ZG-A9L6
TCGA-YL-A8SL,TCGA-YL-A8SL
TCGA-CH-5763,TCGA-CH-5763
TCGA-G9-6366,TCGA-G9-6366
TCGA-G9-7521,TCGA-G9-7521
TCGA-V1-A8ML,TCGA-V1-A8ML
TCGA-HC-7737,TCGA-HC-7737
SC_9019,SC_9019
TCGA-J9-A52D,TCGA-J9-A52D
TP_2054,TP_2054
TCGA-MG-AAMC,TCGA-MG-AAMC
TCGA-V1-A9Z9,TCGA-V1-A9Z9
SC_9093,SC_9093
TCGA-KC-A4BV,TCGA-KC-A4BV
TCGA-KK-A6E7,TCGA-KK-A6E7
TCGA-V1-A8WW,TCGA-V1-A8WW
TCGA-HC-7738,TCGA-HC-7738
TCGA-V1-A8WL,TCGA-V1-A8WL
PM139,PM139
TCGA-HC-A6AP,TCGA-HC-A6AP
PRAD-DFCI.11-104.15-SM-3S2HH,PRAD-DFCI.11-104.15-SM-3S2HH
TCGA-V1-A9OT,TCGA-V1-A9OT
TCGA-VN-A88N,TCGA-VN-A88N
TCGA-Y6-A8TL,TCGA-Y6-A8TL
PROS01448-6115219-SM-67ERS,PROS01448-6115219-SM-67ERS
PROS10448-1115157-SM-5EEBO,PROS10448-1115157-SM-5EEBO
MO_1162,MO_1162
TCGA-M7-A71Y,TCGA-M7-A71Y
TCGA-V1-A9O7,TCGA-V1-A9O7
TCGA-QU-A6IN,TCGA-QU-A6IN
TCGA-YL-A8SJ,TCGA-YL-A8SJ
SC_9031,SC_9031
TCGA-CH-5762,TCGA-CH-5762
TCGA-EJ-7125,TCGA-EJ-7125
PROS10448-1115154-SM-5EEBM,PROS10448-1115154-SM-5EEBM
TCGA-EJ-5515,TCGA-EJ-5515
TCGA-YL-A8HK,TCGA-YL-A8HK
TCGA-HC-A48F,TCGA-HC-A48F
TCGA-J4-A6M7,TCGA-J4-A6M7
TCGA-G9-A9S4,TCGA-G9-A9S4
TCGA-HC-7231,TCGA-HC-7231
TCGA-YL-A9WY,TCGA-YL-A9WY
TCGA-YL-A8S8,TCGA-YL-A8S8
MO_1241,MO_1241
TCGA-HC-7233,TCGA-HC-7233
TCGA-G9-6343,TCGA-G9-6343
TCGA-HC-A8CY,TCGA-HC-A8CY
SC_9124,SC_9124
MO_1094,MO_1094
TCGA-2A-AAYU,TCGA-2A-AAYU
TCGA-HC-7819,TCGA-HC-7819
TCGA-EJ-7315,TCGA-EJ-7315
TCGA-HC-7212,TCGA-HC-7212
TCGA-HC-7075,TCGA-HC-7075
TCGA-EJ-5522,TCGA-EJ-5522
TCGA-V1-A9Z7,TCGA-V1-A9Z7
TCGA-CH-5771,TCGA-CH-5771
TCGA-G9-6342,TCGA-G9-6342
TCGA-KK-A8I4,TCGA-KK-A8I4
TCGA-YL-A8SI,TCGA-YL-A8SI
TCGA-2A-A8VO,TCGA-2A-A8VO
TCGA-HC-8259,TCGA-HC-8259
TCGA-M7-A724,TCGA-M7-A724
TCGA-EJ-7785,TCGA-EJ-7785
TCGA-HC-7230,TCGA-HC-7230
TCGA-KK-A8ID,TCGA-KK-A8ID
TCGA-EJ-5506,TCGA-EJ-5506
TCGA-KK-A8I5,TCGA-KK-A8I5
TCGA-J4-A67O,TCGA-J4-A67O
TCGA-EJ-5514,TCGA-EJ-5514
TCGA-EJ-5542,TCGA-EJ-5542
TCGA-EJ-7781,TCGA-EJ-7781
TP_2034,TP_2034
TCGA-EJ-8470,TCGA-EJ-8470
TCGA-CH-5748,TCGA-CH-5748
TCGA-EJ-AB20,TCGA-EJ-AB20
TCGA-EJ-7794,TCGA-EJ-7794
TCGA-V1-A9Z8,TCGA-V1-A9Z8
TCGA-YL-A8SC,TCGA-YL-A8SC
TCGA-KK-A8IB,TCGA-KK-A8IB
TCGA-CH-5741,TCGA-CH-5741
SC_9049,SC_9049
TCGA-YL-A8SB,TCGA-YL-A8SB
PM14,PM14
PM158,PM158
TCGA-ZG-A9L1,TCGA-ZG-A9L1
TCGA-G9-6364,TCGA-G9-6364
PM161,PM161
TCGA-KC-A7F5,TCGA-KC-A7F5
TCGA-G9-6354,TCGA-G9-6354
SC_9011,SC_9011
TCGA-TP-A8TT,TCGA-TP-A8TT
TCGA-H9-7775,TCGA-H9-7775
TCGA-J4-A67K,TCGA-J4-A67K
TCGA-2A-A8VX,TCGA-2A-A8VX
TCGA-ZG-A9ND,TCGA-ZG-A9ND
TCGA-M7-A720,TCGA-M7-A720
TCGA-V1-A9ZR,TCGA-V1-A9ZR
TCGA-X4-A8KS,TCGA-X4-A8KS
TCGA-XK-AAIV,TCGA-XK-AAIV
TCGA-QU-A6IO,TCGA-QU-A6IO
TCGA-G9-6336,TCGA-G9-6336
TCGA-J4-A67S,TCGA-J4-A67S
TCGA-YL-A8HL,TCGA-YL-A8HL
TCGA-2A-A8W3,TCGA-2A-A8W3
TCGA-HC-8261,TCGA-HC-8261
TCGA-HC-7749,TCGA-HC-7749
TCGA-XJ-A9DK,TCGA-XJ-A9DK
TCGA-EJ-A46F,TCGA-EJ-A46F
TCGA-HC-A6AS,TCGA-HC-A6AS
TCGA-V1-A9O9,TCGA-V1-A9O9
TCGA-KC-A4BN,TCGA-KC-A4BN
TCGA-G9-6385,TCGA-G9-6385
TCGA-XJ-A9DI,TCGA-XJ-A9DI
TCGA-EJ-5532,TCGA-EJ-5532
TCGA-EJ-A8FP,TCGA-EJ-A8FP
TCGA-V1-A8WS,TCGA-V1-A8WS
TCGA-FC-A6HD,TCGA-FC-A6HD
TCGA-ZG-A9LN,TCGA-ZG-A9LN
TCGA-HC-8260,TCGA-HC-8260
TCGA-YL-A8SK,TCGA-YL-A8SK
TCGA-CH-5744,TCGA-CH-5744
TCGA-HC-A8D1,TCGA-HC-A8D1
TCGA-J4-AATV,TCGA-J4-AATV
TCGA-V1-A9ZG,TCGA-V1-A9ZG
TCGA-ZG-A9L4,TCGA-ZG-A9L4
SC_9012,SC_9012
TCGA-ZG-A9LM,TCGA-ZG-A9LM
TCGA-EJ-A46I,TCGA-EJ-A46I
TCGA-CH-5792,TCGA-CH-5792
TCGA-J4-8198,TCGA-J4-8198
TCGA-J9-A52E,TCGA-J9-A52E
TCGA-ZG-A9L0,TCGA-ZG-A9L0
TCGA-J4-AAU2,TCGA-J4-AAU2
TCGA-EJ-A46B,TCGA-EJ-A46B
TCGA-YL-A8SQ,TCGA-YL-A8SQ
TCGA-EJ-A65G,TCGA-EJ-A65G
TCGA-G9-6351,TCGA-G9-6351
TCGA-CH-5745,TCGA-CH-5745
TCGA-FC-A5OB,TCGA-FC-A5OB
TCGA-EJ-A6RA,TCGA-EJ-A6RA
TCGA-HC-8266,TCGA-HC-8266
TCGA-M7-A722,TCGA-M7-A722
TCGA-EJ-7218,TCGA-EJ-7218
TCGA-YL-A9WX,TCGA-YL-A9WX
TCGA-M7-A71Z,TCGA-M7-A71Z
TCGA-ZG-A8QZ,TCGA-ZG-A8QZ
MO_1244,MO_1244
TCGA-V1-A9OF,TCGA-V1-A9OF
TCGA-EJ-5516,TCGA-EJ-5516
TCGA-HC-A6AQ,TCGA-HC-A6AQ
TCGA-J4-A6G3,TCGA-J4-A6G3
TCGA-EJ-5504,TCGA-EJ-5504
TCGA-J9-A8CN,TCGA-J9-A8CN
TCGA-EJ-5509,TCGA-EJ-5509
TCGA-J4-A6G1,TCGA-J4-A6G1
TCGA-V1-A8MJ,TCGA-V1-A8MJ
TCGA-SU-A7E7,TCGA-SU-A7E7
TCGA-J4-A83I,TCGA-J4-A83I
TCGA-EJ-7793,TCGA-EJ-7793
TCGA-ZG-A9LU,TCGA-ZG-A9LU
TCGA-HC-7818,TCGA-HC-7818
TCGA-FC-7708,TCGA-FC-7708
TCGA-EJ-A46E,TCGA-EJ-A46E
TCGA-ZG-A8QX,TCGA-ZG-A8QX
TCGA-H9-A6BX,TCGA-H9-A6BX
TCGA-XA-A8JR,TCGA-XA-A8JR
TCGA-KC-A7FE,TCGA-KC-A7FE
TCGA-V1-A8MM,TCGA-V1-A8MM
TCGA-G9-6347,TCGA-G9-6347
TCGA-HC-7740,TCGA-HC-7740
TCGA-CH-5746,TCGA-CH-5746
TCGA-G9-6353,TCGA-G9-6353
TCGA-EJ-A7NK,TCGA-EJ-A7NK
PROS10448-1115150-SM-5EEBK,PROS10448-1115150-SM-5EEBK
TCGA-KK-A6E5,TCGA-KK-A6E5
TCGA-FC-A66V,TCGA-FC-A66V
TCGA-ZG-A9MC,TCGA-ZG-A9MC
TCGA-KC-A4BR,TCGA-KC-A4BR
TCGA-G9-6370,TCGA-G9-6370
TCGA-G9-6367,TCGA-G9-6367
TCGA-HC-7079,TCGA-HC-7079
